ma,gaff
0.23767711201492858,0.0003777174238729136
0.2394125538908958,0.00038141287482832114
0.24116066740562253,0.00038891259534153415
0.242921545083342,0.0004004395806378747
0.2446952801238696,0.0004123082143961407
0.2464819664075359,0.00042041542990286634
0.24828169850015536,0.00042868205757014944
0.25009457165803173,0.0004371112319189501
0.25192068183299954,0.00044570614910430706
0.2537601256775029,0.0004589164392536965
0.255613000549711,0.0004725182693586866
0.2574794045186709,0.0004818093950428218
0.25935943636949854,0.0004912832121107109
0.261253195608607,0.0005009433128226291
0.263160782468973,0.0005107933600734562
0.2650822979154426,0.000520837088781566
0.26701784365007425,0.0005310783073050242
0.26896752211752256,0.0005362741857953601
0.2709314365104598,0.0005415208988856321
0.2729096907750382,0.0005468189439232192
0.27490238961639113,0.0005468189439232192
0.2769096385041754,0.000557571043606798
0.27893154367815326,0.000557571043606798
0.28096821215381546,0.0005630261174677739
0.28301975172804567,0.0005685345618026473
0.2850862709848256,0.0005740968987688728
0.28716787930098236,0.0005797136556325057
0.28926468685197754,0.0005797136556325057
0.29137680461773835,0.000591112563959587
0.293504344388532,0.000591112563959587
0.29564741877088213,0.0006027356089958644
0.2978061411935291,0.0006027356089958644
0.29998062591343344,0.0006086325566645305
0.3021709880218233,0.0006145871979409542
0.3043773434502859,0.0006206000972785719
0.3065998089769038,0.000626671824653229
0.3088385022324355,0.000626671824653229
0.3110935417065414,0.0006389940713537891
0.31336504675405547,0.0006328029556172084
0.31565313760130226,0.0006145871979409542
0.3179579353524603,0.0005797136556325057
0.3202795619959718,0.000557571043606798
0.32261814041099957,0.0005259327708859666
0.32497379437393037,0.000496089749751879
0.32734664856492646,0.00047714121757231356
0.3297368285745246,0.00045006677720996874
0.33214446091028316,0.0004328761281083057
0.3345696730034781,0.00042041542990286634
0.33701259321584776,0.0004123082143961407
0.3394733508463862,0.00040435733697455117
0.3419520761381876,0.00039655978284259234
0.34444890028533925,0.0003927175758142074
0.3469639554398654,0.000385144480742173
0.34949737471872194,0.00038141287482832114
0.35204929221084197,0.0003777174238729136
0.35461984298423294,0.00037405777757609283
0.36244466050871244,0.0003460286439020937
0.36509111492005697,0.00034267602534331554
0.3677568928908698,0.0003393558897925162
0.37044213551557115,0.00033606792252680344
0.3731469849188072,0.00032958724917603733
0.37587158426297257,0.0003263939287738198
0.37861607775578787,0.0003263939287738198
0.38138061065793194,0.00033606792252680344
0.3841653292907305,0.0003460286439020937
0.3869703810439005,0.0003494140632708772
0.3897959143833513,0.00035283260436095313
0.3926420788590426,0.00038141287482832114
0.3955090251129,0.00038891259534153415
0.3983969048867873,0.0003927175758142074
0.4013058710305397,0.00040435733697455117
0.4042360775100518,0.00041634208916206954
0.4071876794154285,0.00042868205757014944
0.410160832969192,0.00044138777045681153
0.41315569553455184,0.00045006677720996874
0.41617242562373247,0.0004634063120705324
0.41921118290636444,0.0004725182693586866
0.42227212821793375,0.0004818093950428218
0.42535542356829625,0.0004912832121107109
0.4284612321502509,0.0005009433128226291
0.43158971834817883,0.0005107933600734562
0.43474104774674227,0.000520837088781566
0.4379153871396502,0.0005259327708859666
0.4411129045384849,0.0005362741857953601
0.44433376918159595,0.0005468189439232192
0.4475781515430565,0.000552168823121368
0.4508462233416864,0.0005630261174677739
0.4541381575501419,0.0005740968987688728
0.45745412840406907,0.0005853853648181819
0.4607943114113275,0.0005968957959504226
0.464158883361278,0.0006086325566645305
0.46754802233414117,0.0006145871979409542
0.47096190771042146,0.0006206000972785719
0.4744007201804028,0.0006027356089958644
0.47786464175371074,0.0005797136556325057
0.4813538557689475,0.0005630261174677739
0.48486854690339387,0.0005468189439232192
0.4884089011827857,0.0005259327708859666
0.4919751059911581,0.0005058443614027928
0.49556735008076513,0.000496089749751879
0.49918582358206803,0.00047714121757231356
0.5028307180138007,0.0004589164392536965
0.5065022262931044,0.00045006677720996874
0.5102005427457399,0.0004328761281083057
0.5139258631163716,0.0004245286227393857
0.5176783845789293,0.00041634208916206954
0.5214583057470428,0.00041634208916206954
0.5252658266845553,0.00040831342322529096
0.5291011489161114,0.00040435733697455117
0.5329644754378243,0.00040435733697455117
0.5368560107280193,0.00040435733697455117
0.5447245330032334,0.00038141287482832114
0.5487019364537646,0.000385144480742173
0.5527083816258449,0.00038141287482832114
0.5567440805727897,0.0003777174238729136
0.5608092468962605,0.00037405777757609283
0.5649040957575688,0.000385144480742173
0.5690288438890655,0.00041735670939349357
0.5731837096056105,0.0004818093950428218
0.5773689128161298,0.0005107933600734562
0.5815846750352526,0.0005415208988856321
0.5858312193950376,0.0005630261174677739
0.5901087706567812,0.000557571043606798
0.5944175552229157,0.0005468189439232192
0.5987578011489899,0.0005415208988856321
0.603129738155742,0.0005310783073050242
0.6075335976412563,0.000520837088781566
0.6119696126932124,0.0005107933600734562
0.6164380181012202,0.0005058443614027928
0.6209390503692491,0.000496089749751879
0.6254729477281432,0.0004912832121107109
0.630039950148233,0.0004818093950428218
0.6346402993520335,0.0004725182693586866
0.6392742388270417,0.0004634063120705324
0.6439420138386207,0.0004589164392536965
0.6486438714429825,0.00045006677720996874
0.6533800605002653,0.00045006677720996874
0.6581508316877025,0.0004634063120705324
0.6629564375128936,0.00048652324427693705
0.6677971323271659,0.0005107933600734562
0.6726731723390397,0.0005310783073050242
0.6775848156277865,0.000557571043606798
0.6825323221570906,0.0005853853648181819
0.6875159537888067,0.0006086325566645305
0.6925359742968215,0.0006389940713537891
0.6975926493810126,0.000670870164197193
0.7026862466813144,0.0006975121821709905
0.7078170357918803,0.0007323074393964328
0.7129852882753549,0.0007688384511453545
0.718191277677245,0.0008150890784919291
0.7234352795403998,0.0008641219815256328
0.7287175714195924,0.000916104532203201
0.7340384328962132,0.0009807161799256542
0.7393981455930646,0.0010397126290534596
0.7447969931892696,0.0010498848021795733
0.7502352614352835,0.0009807161799256542
0.755713238168021,0.0008984385372349017
0.7612312133260882,0.0008230636158669079
0.7667894789651308,0.0007540123087872287
0.7723883292732898,0.0006907540934169798
0.7780280605867748,0.0006328029556172084
0.7837089714055459,0.0005797136556325057
0.7894313624091142,0.0006145871979409542
0.7951955364724569,0.000626671824653229
0.8010017986820457,0.0007613892930902731
0.8068504563519967,0.000791626063652043
0.8127418190403337,0.0008150890784919291
0.8186761985653753,0.0008392475139232458
0.8246539090222353,0.0008230636158669079
0.8306752667994513,0.0007839561199078387
0.8367405905957257,0.0007252122247218163
0.842850201436799,0.0006840614827503408
0.8490044226924364,0.000645245758732337
0.8552035800935467,0.0006027356089958644
0.8614480017494196,0.0005797136556325057
0.8677380181650952,0.0005685345618026473
0.8740739622588531,0.0005630261174677739
0.8804561693798374,0.000552168823121368
0.8868849773258016,0.0005468189439232192
0.8933607263609918,0.0005362741857953601
0.8998837592341525,0.0005310783073050242
0.9064544211966713,0.000520837088781566
0.9130730600208482,0.000520837088781566
0.9197400260183072,0.0005362741857953601
0.9264556720585326,0.0005685345618026473
0.9332203535875507,0.0006027356089958644
0.940034428646739,0.0006389940713537891
0.9468982578917777,0.000670870164197193
0.9538122046117404,0.0006975121821709905
0.9607766347483192,0.0007323074393964328
0.9677919169151961,0.0007540123087872287
0.9748584224175503,0.0007181857544960071
0.9819765252717138,0.000645245758732337
0.9898592816811628,nan
2.0311597218123056,nan
2.0326231710146176,0.0022003649307879318
2.0474647320683315,0.002473060109362963
2.062414661430374,0.0026733837924184686
2.0774737503712983,0.002806745014053341
2.092642795939265,0.002725950532009303
2.107922601002219,0.002571271828113003
2.1233139742903937,0.002473060109362963
2.1388177304391065,0.00252168788481744
2.1544346900318843,0.0026474817861101845
2.1701656796438873,0.0026218307403757983
2.1860115318856645,0.00254635916899501
2.2019730854472175,0.0024972556369354496
2.218051185142395,0.0024972556369354496
2.234246681953602,0.002571271828113003
2.2505604330768474,0.0026995392146083323
2.2669933019671045,0.002779550891284317
2.283546158384023,0.0026733837924184686
2.3002198784379533,0.0026218307403757983
2.317015344636326,0.002725950532009303
2.333933445930353,0.0028899341647651046
2.3509750777620866,0.0029755889597593
2.3681411421118046,0.003034097958886405
2.38543254754576,0.003034097958886405
2.4028502092642605,0.003034097958886405
2.4203950491501125,0.0030637824782977718
2.4380679958174176,0.0031854533353589004
2.455869984660715,0.003311956062033118
2.473801957904498,0.003377079046747435
2.491864864653076,0.003279867026760732
2.5100596609408177,0.0033443590448455447
2.528387309782743,0.0036863468392910057
2.5468487812255027,0.00470223619113321
2.565445052398711,0.006236285716205877
2.584177107566674,0.008433429685866627
2.603045938180474,0.010653299674040946
2.6220525429304558,0.012328467394420659
2.641197927799075,0.012570882021499075
2.660483106114152,0.012328467394420659
2.6799090986024976,0.011973582240072209
2.6994769334439455,0.012328467394420659
2.7191876463257634,0.01319797798436431
2.7390422804974803,0.014833627104615821
2.759041886826092,0.017503663840172917
2.7791875238516925,0.01986539713493908
2.79948025784349,0.02363977892876183
2.819921162856254,0.025838194103514452
2.8405113207871504,0.028204416848996973
2.861251821433016,0.02904036791410645
2.88214376254803,0.03200998069779868
2.90318824990182,0.036684451469590616
2.92438639733799,0.042868205757014964
2.9457393268330705,0.049128321211071135
2.9672481685559062,0.05415208988856327
2.9889140609274665,0.05685345618026472
3.010738150681111,0.05911125639595876
3.0327215929232727,0.06145871979409545
